transaction_id,customer_id,transaction_amount,transaction_frequency,transaction_hour,distance_from_usual_location_km,account_age_days
TXN503804,CUST20830,13362,1,10,1.4,1641
TXN503805,CUST20560,373596,1,16,4.9,1054
TXN503806,CUST20081,38293,2,15,0.7,672
TXN503807,CUST20206,239554,1,19,2.8,832
TXN503808,CUST20668,16350,1,9,2.4,1298
TXN503809,CUST20583,52869,1,16,2.4,2977
TXN503810,CUST20659,27891,2,14,3.5,1101
TXN503811,CUST20147,4322,2,16,4.3,2395
TXN503812,CUST20171,16840,2,16,6.8,2247
TXN503813,CUST20805,365245,3,15,2.0,420
TXN503814,CUST20621,27780,3,17,14.5,1537
TXN503815,CUST20307,10039,1,17,1.3,1336
TXN503816,CUST20026,9376,1,20,3.7,876
TXN503817,CUST20063,55781,1,14,7.5,3678
TXN503818,CUST20670,134088,1,11,2.4,312
TXN503819,CUST20254,32940,1,11,2.3,3830
TXN503820,CUST20607,264346,1,16,9.5,943
TXN503821,CUST20194,10494,1,7,5.3,1003
TXN503822,CUST20305,22392,2,10,1.8,2212
TXN503823,CUST20656,21806,1,13,2.1,3379
TXN503824,CUST20797,16023,4,15,1.5,2764
TXN503825,CUST20611,30928,2,13,8.3,2833
TXN503826,CUST20649,480000,1,18,0.6,2469
TXN503827,CUST20348,86625,1,8,2.0,1944
TXN503828,CUST20735,42534,2,13,9.6,1579
TXN503829,CUST20503,10075,1,11,12.4,1134
TXN503830,CUST20638,56883,1,17,4.1,3163
TXN503831,CUST20103,23966,1,15,2.9,440
TXN503832,CUST20586,11624,2,15,1.9,477
TXN503833,CUST20535,15885,2,16,0.7,864
TXN503834,CUST20384,10339,1,18,5.3,3498
TXN503835,CUST20043,14982,3,17,0.4,2904
TXN503836,CUST20503,8998,1,20,3.8,1134
TXN503837,CUST20386,33123,1,11,1.5,509
TXN503838,CUST20521,17395,1,13,14.7,3169
TXN503839,CUST20316,27500,1,15,6.5,1609
TXN503840,CUST20730,21796,3,17,0.6,3610
TXN503841,CUST20793,157339,2,12,24.7,2180
TXN503842,CUST20332,42938,2,9,7.4,1586
TXN503843,CUST20728,24730,1,19,2.9,542
TXN503844,CUST20614,11335,2,17,1.0,3648
TXN503845,CUST20591,81319,2,20,0.0,590
TXN503846,CUST20022,8847,1,6,2.6,1228
TXN503847,CUST20629,27358,2,11,0.2,3005
TXN503848,CUST20429,23491,1,16,13.7,1155
TXN503849,CUST20587,6772,1,18,3.4,2295
TXN503850,CUST20033,18958,2,21,2.6,848
TXN503851,CUST20496,34386,2,17,0.3,895
TXN503852,CUST20304,7589,1,12,9.8,1279
TXN503853,CUST20750,38890,1,16,0.8,267
TXN503854,CUST20099,33842,1,14,0.2,566
TXN503855,CUST20488,50670,1,14,0.2,3741
TXN503856,CUST20368,26033,3,13,5.7,499
TXN503857,CUST20645,7412,1,14,5.6,2604
TXN503858,CUST20308,27254,1,20,0.9,1894
TXN503859,CUST20679,18202,1,12,2.8,1810
TXN503860,CUST20350,25800,1,18,3.0,2677
TXN503861,CUST20695,19397,1,13,2.7,2455
TXN503862,CUST20662,16876,1,4,3.4,3215
TXN503863,CUST20141,31694,2,10,2.6,3992
TXN503864,CUST20483,20585,1,15,4.6,2613
TXN503865,CUST20420,89359,1,10,0.5,648
TXN503866,CUST20196,13051,1,10,1.6,3327
TXN503867,CUST20733,29742,1,7,1.0,361
TXN503868,CUST20123,12071,1,15,5.9,328
TXN503869,CUST20574,16259,2,8,5.3,1017
TXN503870,CUST20549,48463,1,16,3.2,365
TXN503871,CUST20210,54297,1,13,6.7,1432
TXN503872,CUST20192,195737,1,15,7.6,255
TXN503873,CUST20680,265617,1,15,0.9,1287
TXN503874,CUST20039,17451,1,15,5.6,160
TXN503875,CUST20172,14766,1,14,6.4,2099
TXN503876,CUST20061,28252,1,16,2.5,2621
TXN503877,CUST20139,138247,1,7,16.2,3088
TXN503878,CUST20675,34895,1,10,1.2,752
TXN503879,CUST20758,61727,1,22,1.1,123
TXN503880,CUST20546,38005,1,15,0.0,1144
TXN503881,CUST20428,81103,2,18,1.2,2665
TXN503882,CUST20353,28631,2,14,5.0,3872
TXN503883,CUST20847,23855,3,14,4.7,521
TXN503884,CUST20180,19440,1,19,1.6,3019
TXN503885,CUST20705,36950,1,13,2.0,2647
TXN503886,CUST20775,32649,1,8,1.0,2703
TXN503887,CUST20873,15734,1,10,3.0,411
TXN503888,CUST20284,48315,1,11,2.1,96
TXN503889,CUST20148,6744,1,16,11.2,2442
TXN503890,CUST20322,23684,3,18,0.0,3538
TXN503891,CUST20015,18949,1,17,1.5,2132
TXN503892,CUST20088,17140,3,22,1.7,900
TXN503893,CUST20897,41374,1,8,2.8,47
TXN503894,CUST20312,28838,2,6,0.6,1655
TXN503895,CUST20498,720669,1,3,278.8,2459
TXN503896,CUST20357,30002,1,13,1.5,3693
TXN503897,CUST20220,12820,1,18,0.7,784
TXN503898,CUST20284,54100,3,18,1.9,96
TXN503899,CUST20891,33278,2,8,0.6,189
TXN503900,CUST20725,210876,2,9,2.4,3405
TXN503901,CUST20558,5425,1,13,1.9,3039
TXN503902,CUST20107,8948,1,14,1.2,1425
TXN503903,CUST20729,6173,3,16,3.4,1878
TXN503904,CUST20428,110452,1,17,0.3,2665
TXN503905,CUST20517,35747,2,17,1.2,666
TXN503906,CUST20550,158427,1,14,1.2,1604
TXN503907,CUST20253,13896,1,16,10.8,2653
TXN503908,CUST20511,549547,2,4,206.2,987
TXN503909,CUST20708,6810,2,12,4.5,3282
TXN503910,CUST20465,88383,2,13,4.0,430
TXN503911,CUST20792,54094,3,13,2.2,1123
TXN503912,CUST20756,63349,3,9,0.3,1772
TXN503913,CUST20315,25408,1,7,0.7,3767
TXN503914,CUST20586,6015604,3,15,3.0,477
TXN503915,CUST20024,29670,1,21,0.2,2148
TXN503916,CUST20852,16276,1,13,1.9,213
TXN503917,CUST20483,34625,1,13,0.5,2613
TXN503918,CUST20709,37717,1,14,7.6,3050
TXN503919,CUST20345,25389,1,11,3.7,622
TXN503920,CUST20003,19216,1,20,8.8,1216
TXN503921,CUST20123,15607,1,16,1.2,328
TXN503922,CUST20057,56164,1,13,5.0,2706
TXN503923,CUST20309,396621,1,22,6.9,2207
TXN503924,CUST20461,480000,1,20,7.4,3195
TXN503925,CUST20374,115571,2,14,6.7,1043
TXN503926,CUST20812,7207,1,20,5.8,2297
TXN503927,CUST20387,37458,1,12,1.6,2706
TXN503928,CUST20592,54546,1,17,3.0,1576
TXN503929,CUST20295,31931,3,12,10.2,1623
TXN503930,CUST20246,65749,4,12,6.2,1664
TXN503931,CUST20347,43694,22,15,13.2,3988
TXN503932,CUST20256,11954,1,13,0.6,823
TXN503933,CUST20158,15700,1,12,4.6,3617
TXN503934,CUST20065,20373,1,10,5.2,429
TXN503935,CUST20306,35437,2,23,1.0,1256
TXN503936,CUST20289,480000,1,12,1.5,500
TXN503937,CUST20665,21127,1,18,7.6,1000
TXN503938,CUST20364,35008,1,12,6.5,2081
TXN503939,CUST20528,193950,3,20,3.2,3472
TXN503940,CUST20217,171147,1,13,0.5,1505
TXN503941,CUST20014,5244,3,19,7.5,256
TXN503942,CUST20452,36351,3,13,5.1,2763
TXN503943,CUST20612,26452,1,17,1.9,2878
TXN503944,CUST20653,34895,1,16,3.4,2480
TXN503945,CUST20189,21047,1,7,1.8,3923
TXN503946,CUST20054,29084,1,11,2.5,2049
TXN503947,CUST20243,104455,1,14,2.4,1742
TXN503948,CUST20530,25598,2,5,1.8,227
TXN503949,CUST20278,35157,2,13,1.9,921
TXN503950,CUST20863,12288,1,17,7.3,3858
TXN503951,CUST20268,414010,3,19,3.9,1677
TXN503952,CUST20167,63196,1,10,1.6,188
TXN503953,CUST20731,101254,1,15,2.0,218
TXN503954,CUST20660,14707,1,10,0.7,944
TXN503955,CUST20641,25388,1,20,21.4,3549
TXN503956,CUST20312,4888406,3,17,5.1,1655
TXN503957,CUST20395,34613,3,19,11.8,2364
TXN503958,CUST20831,46971,1,13,2.3,2568
TXN503959,CUST20877,23308,1,14,5.2,334
TXN503960,CUST20439,439164,3,1,306.7,3504
TXN503961,CUST20311,11951,3,19,6.2,910
TXN503962,CUST20426,28993,1,16,0.9,3960
TXN503963,CUST20027,480000,1,9,0.3,3066
TXN503964,CUST20426,38250,1,7,3.2,3960
TXN503965,CUST20787,16177,1,11,3.9,1833
TXN503966,CUST20536,38931,1,15,2.0,3421
TXN503967,CUST20676,60164,2,13,0.2,597
TXN503968,CUST20662,14130,2,13,0.7,3215
TXN503969,CUST20166,7088,1,18,3.9,1691
TXN503970,CUST20608,14105,1,10,5.1,624
TXN503971,CUST20576,90921,2,17,1.8,2341
TXN503972,CUST20701,28622,1,15,2.0,911
TXN503973,CUST20093,11905,1,5,12.1,2604
TXN503974,CUST20732,225357,1,12,1.4,1082
TXN503975,CUST20228,22025,1,14,6.2,3040
TXN503976,CUST20312,28099,1,18,4.0,1655
TXN503977,CUST20435,54135,1,17,1.3,3199
TXN503978,CUST20440,92913,4,8,5.6,3722
TXN503979,CUST20253,16438,2,21,6.3,2653
TXN503980,CUST20300,68706,2,11,4.5,525
TXN503981,CUST20510,480000,1,15,3.6,2989
TXN503982,CUST20133,45975,2,16,9.5,2518
TXN503983,CUST20865,20640,1,16,7.3,596
TXN503984,CUST20197,52055,1,13,0.9,3255
TXN503985,CUST20076,24619,1,18,1.8,250
TXN503986,CUST20649,480000,2,18,2.9,2469
TXN503987,CUST20882,16477,2,12,1.7,2644
TXN503988,CUST20874,10456,1,17,0.8,294
TXN503989,CUST20280,297016,1,17,1.6,3007
TXN503990,CUST20514,34682,1,11,2.5,3855
TXN503991,CUST20806,24692,2,21,2.7,2777
TXN503992,CUST20658,88644,1,14,7.2,2032
TXN503993,CUST20196,16115,1,15,2.8,3327
TXN503994,CUST20753,71375,1,18,2.0,1345
TXN503995,CUST20066,45940,2,13,0.5,2362
TXN503996,CUST20690,7162,1,16,5.5,75
TXN503997,CUST20131,9937,1,12,7.4,2331
TXN503998,CUST20210,74681,1,10,1.0,1432
TXN503999,CUST20577,19668,2,13,0.3,1324
TXN504000,CUST20590,62842,1,13,7.0,1677
TXN504001,CUST20571,51024,1,11,2.2,2844
TXN504002,CUST20171,15139,1,13,4.7,2247
TXN504003,CUST20476,47830,1,16,1.0,660
TXN504004,CUST20486,48383,1,17,0.7,1067
TXN504005,CUST20459,65381,1,16,1.9,3658
TXN504006,CUST20161,48612,3,9,1.3,208
TXN504007,CUST20863,20833,4,9,3.5,3858
TXN504008,CUST20686,16877,3,10,3.7,2170
TXN504009,CUST20311,24392,2,16,0.3,910
TXN504010,CUST20475,61494,1,20,1.2,1155
TXN504011,CUST20435,43219,2,14,1.6,3199
TXN504012,CUST20150,27885,1,15,0.2,1131
TXN504013,CUST20284,54994,1,21,0.2,96
TXN504014,CUST20140,21365,1,22,0.7,1367
TXN504015,CUST20770,37422,2,11,0.2,1916
TXN504016,CUST20263,232552,1,13,0.2,2115
TXN504017,CUST20753,47116,1,15,0.9,1345
TXN504018,CUST20690,9594,1,11,3.6,75
TXN504019,CUST20436,268410,1,16,0.9,113
TXN504020,CUST20674,13181,4,12,2.9,2615
TXN504021,CUST20636,17909,2,16,14.1,2732
TXN504022,CUST20015,840081,3,3,320.7,2132
TXN504023,CUST20222,30323,1,7,1.4,1541
TXN504024,CUST20697,9138,1,13,2.5,2446
TXN504025,CUST20893,245761,1,13,6.0,3472
TXN504026,CUST20127,395001,4,21,3.6,3954
TXN504027,CUST20616,42502,2,8,0.6,1227
TXN504028,CUST20467,12582,1,15,1.4,2380
TXN504029,CUST20659,18129,1,13,0.3,1101
TXN504030,CUST20074,337135,1,14,4.3,381
TXN504031,CUST20537,21099,1,15,0.3,3917
TXN504032,CUST20384,19553,2,22,0.4,3498
TXN504033,CUST20791,46723,2,23,3.3,796
TXN504034,CUST20711,20646,1,11,0.1,1285
TXN504035,CUST20146,59608,1,18,5.4,1821
TXN504036,CUST20720,41511,1,12,2.3,1580
TXN504037,CUST20534,143101,1,11,10.1,557
TXN504038,CUST20172,14456,2,7,0.5,2099
TXN504039,CUST20358,71503,1,11,7.2,1591
TXN504040,CUST20183,21911,1,11,3.7,2726
TXN504041,CUST20625,30316,1,16,7.8,3065
TXN504042,CUST20133,48280,1,14,2.4,2518
TXN504043,CUST20283,26353,1,15,2.6,1847
TXN504044,CUST20029,32242,2,12,0.0,1461
TXN504045,CUST20006,120202,1,18,4.3,164
TXN504046,CUST20440,94255,2,15,4.6,3722
TXN504047,CUST20719,35810,1,18,3.8,3678
TXN504048,CUST20051,111965,1,22,2.8,3196
TXN504049,CUST20521,5269,2,7,10.3,3169
TXN504050,CUST20396,35405,1,12,2.8,1915
TXN504051,CUST20221,19549,1,7,0.3,3154
TXN504052,CUST20261,37460,2,12,0.2,1675
TXN504053,CUST20224,34341,2,14,2.7,2189
TXN504054,CUST20292,8657,3,15,0.7,504
TXN504055,CUST20319,18911,1,13,6.6,533
TXN504056,CUST20599,39444,1,7,4.0,1530
TXN504057,CUST20863,19262,1,10,7.3,3858
TXN504058,CUST20001,106974,3,17,1.8,40
TXN504059,CUST20156,17376,2,11,2.6,3195
TXN504060,CUST20717,111709,1,20,0.7,2200
TXN504061,CUST20175,426659,1,10,4.3,2399
TXN504062,CUST20338,211102,1,12,2.7,2263
TXN504063,CUST20435,18391,2,21,1.3,3199
TXN504064,CUST20010,12860,1,9,7.7,2385
TXN504065,CUST20010,5203689,1,11,0.7,2385
TXN504066,CUST20752,22534,1,19,4.7,2331
TXN504067,CUST20115,21616,2,11,0.4,2170
TXN504068,CUST20220,20388,1,12,0.2,784
TXN504069,CUST20150,6450583,3,13,0.6,1131
TXN504070,CUST20365,28728,1,10,1.1,2147
TXN504071,CUST20527,72210,2,12,0.5,2209
TXN504072,CUST20543,29271,1,20,0.4,2388
TXN504073,CUST20143,45725,2,12,0.0,1985
TXN504074,CUST20555,28668,2,21,13.7,469
TXN504075,CUST20387,39581,1,15,1.6,2706
TXN504076,CUST20765,217601,1,15,1.0,2853
TXN504077,CUST20096,46391,1,20,10.1,432
TXN504078,CUST20657,40336,1,19,1.1,885
TXN504079,CUST20728,22071,1,8,0.2,542
TXN504080,CUST20436,36159,33,20,20.1,113
TXN504081,CUST20235,30831,4,15,3.2,284
TXN504082,CUST20265,36342,1,15,1.6,1291
TXN504083,CUST20769,15135,1,16,4.5,1821
TXN504084,CUST20048,69917,1,11,2.7,2281
TXN504085,CUST20350,28661,2,14,3.4,2677
TXN504086,CUST20716,36623,3,15,2.5,2989
TXN504087,CUST20236,13373,1,15,7.4,329
TXN504088,CUST20495,39304,1,18,11.0,2848
TXN504089,CUST20099,43276,3,16,5.0,566
TXN504090,CUST20731,157737,1,16,6.2,218
TXN504091,CUST20245,21311,1,19,0.4,3265
TXN504092,CUST20143,35948,1,14,3.9,1985
TXN504093,CUST20419,23495,1,12,0.8,74
TXN504094,CUST20639,26388,1,14,5.2,1017
TXN504095,CUST20225,56417,1,11,2.4,1769
TXN504096,CUST20598,46948,2,16,0.1,2572
TXN504097,CUST20336,165440,1,15,3.5,3477
TXN504098,CUST20777,35730,1,18,1.4,1104
TXN504099,CUST20451,6272,1,12,3.0,1365
TXN504100,CUST20547,97160,1,12,0.1,2990
TXN504101,CUST20045,22862,3,9,4.4,3354
TXN504102,CUST20028,10480,1,5,2.6,3447
TXN504103,CUST20524,284788,3,9,0.3,586
TXN504104,CUST20344,27998,1,7,3.4,1249
TXN504105,CUST20839,28968,1,12,3.5,759
TXN504106,CUST20766,21353,2,14,0.0,2393
TXN504107,CUST20354,15555,1,12,0.1,2383
TXN504108,CUST20527,70260,2,7,4.0,2209
TXN504109,CUST20777,31387,2,14,0.1,1104
TXN504110,CUST20393,17695,1,11,0.8,2745
TXN504111,CUST20314,13121,1,9,15.0,1985
TXN504112,CUST20773,23908,1,12,2.8,663
TXN504113,CUST20697,8421,1,14,4.1,2446
TXN504114,CUST20535,24552,1,16,2.8,864
TXN504115,CUST20639,29737,1,22,2.2,1017
TXN504116,CUST20634,480000,1,15,1.5,1279
TXN504117,CUST20394,480000,1,1,2.1,1664
TXN504118,CUST20784,33625,1,8,7.9,3215
TXN504119,CUST20708,7076,1,18,4.2,3282
TXN504120,CUST20853,14417,1,16,6.5,308
TXN504121,CUST20193,26076,1,19,4.9,1876
TXN504122,CUST20720,93157,1,16,5.5,1580
TXN504123,CUST20472,135166,1,13,1.5,1373
TXN504124,CUST20078,47539,2,10,6.3,3271
TXN504125,CUST20162,14427,2,19,8.3,828
TXN504126,CUST20665,31394,1,12,1.5,1000
TXN504127,CUST20643,93689,2,14,11.6,417
TXN504128,CUST20112,8773,23,11,11.2,977
TXN504129,CUST20083,42373,1,16,6.8,3204
TXN504130,CUST20563,7669,1,4,6.1,3560
TXN504131,CUST20671,19670,1,16,3.2,1800
TXN504132,CUST20160,133940,1,17,5.3,116
TXN504133,CUST20803,41681,1,15,3.3,3607
TXN504134,CUST20034,26129,1,21,0.8,3104
TXN504135,CUST20102,32487,2,13,0.3,3155
TXN504136,CUST20824,22209,2,16,4.2,1880
TXN504137,CUST20526,41157,2,17,2.6,3657
TXN504138,CUST20676,36509,1,17,0.1,597
TXN504139,CUST20247,34732,2,8,6.8,1303
TXN504140,CUST20294,50564,3,15,2.2,602
TXN504141,CUST20415,29446,1,20,3.8,370
TXN504142,CUST20133,27109,3,11,5.0,2518
TXN504143,CUST20738,77894,1,16,3.0,659
TXN504144,CUST20013,457088,1,1,183.8,750
TXN504145,CUST20778,20487,1,13,1.5,3990
TXN504146,CUST20419,13286,3,13,1.2,74
TXN504147,CUST20881,97592,1,8,3.8,3946
TXN504148,CUST20560,404538,1,20,3.7,1054
TXN504149,CUST20106,19587,1,12,18.2,905
TXN504150,CUST20897,40076,2,18,7.8,47
TXN504151,CUST20336,177914,1,15,0.8,3477
TXN504152,CUST20451,7214,4,23,3.4,1365
TXN504153,CUST20771,36394,1,14,6.3,2540
TXN504154,CUST20767,480000,1,11,0.3,2636
TXN504155,CUST20693,10325,1,16,15.1,1369
TXN504156,CUST20823,100488,4,6,1.3,716
TXN504157,CUST20556,4010,1,16,0.7,1347
TXN504158,CUST20642,438518,1,8,8.2,1966
TXN504159,CUST20655,23637,1,13,15.4,632
TXN504160,CUST20785,8273,1,12,9.0,1345
TXN504161,CUST20395,29023,2,16,2.6,2364
TXN504162,CUST20580,101348,2,20,3.8,1611
TXN504163,CUST20745,77172,2,11,3.5,3838
TXN504164,CUST20115,22964,1,15,2.8,2170
TXN504165,CUST20241,78811,1,15,0.0,1539
TXN504166,CUST20642,254060,1,5,4.2,1966
TXN504167,CUST20709,28347,1,12,3.1,3050
TXN504168,CUST20051,47287,1,14,1.0,3196
TXN504169,CUST20796,374606,2,16,1.3,2508
TXN504170,CUST20442,34523,2,18,6.4,402
TXN504171,CUST20671,46373,1,16,8.2,1800
TXN504172,CUST20550,126127,1,14,0.9,1604
TXN504173,CUST20029,16670,1,14,0.8,1461
TXN504174,CUST20342,22397,1,18,1.9,1766
TXN504175,CUST20282,42409,1,12,1.3,3565
TXN504176,CUST20063,20812,1,15,8.5,3678
TXN504177,CUST20566,15493,1,18,7.7,1811
TXN504178,CUST20588,31508,1,13,7.9,724
TXN504179,CUST20398,131640,1,16,0.8,1389
TXN504180,CUST20450,303722,1,18,6.5,809
TXN504181,CUST20245,39599,1,16,2.2,3265
TXN504182,CUST20457,45106,1,17,0.6,1014
TXN504183,CUST20018,34228,1,24,8.1,400
TXN504184,CUST20335,27740,1,13,0.0,839
TXN504185,CUST20789,32838,1,8,3.4,785
TXN504186,CUST20652,8827,2,13,7.8,1861
TXN504187,CUST20730,25829,2,11,7.6,3610
TXN504188,CUST20392,17252,2,22,9.4,1043
TXN504189,CUST20744,55468,2,15,7.7,245
TXN504190,CUST20061,29472,1,12,2.0,2621
TXN504191,CUST20421,303037,1,22,2.5,3946
TXN504192,CUST20878,71551,1,10,0.1,3215
TXN504193,CUST20893,167577,1,18,0.1,3472
TXN504194,CUST20781,38878,30,12,18.8,673
TXN504195,CUST20472,114326,1,11,1.0,1373
TXN504196,CUST20252,34903,2,8,4.6,1870
TXN504197,CUST20160,226983,1,20,2.3,116
TXN504198,CUST20887,293112,1,7,0.2,3938
TXN504199,CUST20039,26737,1,17,2.7,160
TXN504200,CUST20396,58625,2,12,0.5,1915
TXN504201,CUST20196,14463,2,16,0.6,3327
TXN504202,CUST20115,33219,1,17,2.7,2170
TXN504203,CUST20409,51358,1,15,0.4,2677
TXN504204,CUST20498,79353,1,11,6.5,2459
TXN504205,CUST20657,57049,1,14,11.6,885
TXN504206,CUST20227,7605084,1,12,0.8,1004
TXN504207,CUST20444,24983,1,13,1.4,775
TXN504208,CUST20499,15841,1,13,5.0,3504
TXN504209,CUST20582,278347,2,17,0.2,1421
TXN504210,CUST20128,298296,1,18,0.4,3238
TXN504211,CUST20114,11498,1,20,0.5,2862
TXN504212,CUST20897,16193,3,17,3.1,47
TXN504213,CUST20607,121947,1,12,9.3,943
TXN504214,CUST20047,18140,1,13,2.3,350
TXN504215,CUST20714,55930,1,5,2.4,1874
TXN504216,CUST20540,60364,1,13,0.9,2488
TXN504217,CUST20171,9661,1,13,4.5,2247
TXN504218,CUST20573,7131553,1,20,1.4,3794
TXN504219,CUST20405,13976,2,8,3.2,2265
TXN504220,CUST20501,27463,1,13,8.6,2466
TXN504221,CUST20096,749844,1,1,267.4,432
TXN504222,CUST20737,39906,1,15,1.0,1053
TXN504223,CUST20395,48377,1,13,2.5,2364
TXN504224,CUST20455,16967,3,12,2.3,76
TXN504225,CUST20168,39095,1,15,1.3,1793
TXN504226,CUST20896,27934,1,22,0.0,2800
TXN504227,CUST20806,31404,1,8,4.6,2777
TXN504228,CUST20686,36207,2,12,6.3,2170
TXN504229,CUST20544,82261,3,14,3.9,1885
TXN504230,CUST20225,84315,1,13,1.6,1769
TXN504231,CUST20104,18866,1,20,4.4,397
TXN504232,CUST20505,57401,1,21,1.8,425
TXN504233,CUST20092,44299,2,4,6.7,2634
TXN504234,CUST20095,39467,3,23,1.8,2070
TXN504235,CUST20440,60933,1,13,5.8,3722
TXN504236,CUST20546,19360,2,8,1.3,1144
TXN504237,CUST20580,61624,1,21,0.1,1611
TXN504238,CUST20638,20785,1,12,2.6,3163
TXN504239,CUST20136,31630,1,11,7.3,2149
TXN504240,CUST20448,296125,2,12,1.6,3188
TXN504241,CUST20527,50898,4,17,0.3,2209
TXN504242,CUST20853,17299,2,20,0.5,308
TXN504243,CUST20655,18027,3,17,4.4,632
TXN504244,CUST20489,41980,1,14,4.9,2037
TXN504245,CUST20839,30058,3,8,10.0,759
TXN504246,CUST20076,22096,1,7,6.2,250
TXN504247,CUST20897,26046,1,7,0.2,47
TXN504248,CUST20888,44482,3,13,0.8,1927
TXN504249,CUST20300,26710,1,9,1.4,525
TXN504250,CUST20314,20201,2,9,0.9,1985
TXN504251,CUST20319,20790,1,16,3.7,533
TXN504252,CUST20000,13098,1,11,2.3,3598
TXN504253,CUST20231,74602,2,19,9.9,2363
TXN504254,CUST20230,480000,1,6,0.5,1501
TXN504255,CUST20048,21052,1,17,2.1,2281
TXN504256,CUST20442,58958,1,11,8.0,402
TXN504257,CUST20480,29793,1,14,2.4,1043
TXN504258,CUST20214,34219,1,13,1.6,1992
TXN504259,CUST20682,81346,1,19,6.0,2138
TXN504260,CUST20100,26053,1,12,0.2,1919
TXN504261,CUST20427,8117,2,12,5.0,699
TXN504262,CUST20136,24437,1,11,1.3,2149
TXN504263,CUST20496,29185,1,14,0.3,895
TXN504264,CUST20747,6039,2,14,0.5,3050
TXN504265,CUST20806,37347,2,6,0.9,2777
TXN504266,CUST20568,183196,1,20,0.5,2127
TXN504267,CUST20202,28643,2,21,3.4,3446
TXN504268,CUST20373,21052,1,11,3.0,999
TXN504269,CUST20523,38777,1,12,1.3,3292
TXN504270,CUST20610,36451,1,18,0.2,541
TXN504271,CUST20614,7831,2,14,3.0,3648
TXN504272,CUST20452,32924,2,17,0.5,2763
TXN504273,CUST20727,179656,1,12,0.5,3859
TXN504274,CUST20641,13250,1,17,3.7,3549
TXN504275,CUST20128,480000,1,15,0.3,3238
TXN504276,CUST20466,16347,1,14,5.8,2980
TXN504277,CUST20479,15235,1,10,0.7,757
TXN504278,CUST20680,233299,1,8,2.6,1287
TXN504279,CUST20363,227607,1,14,0.9,622
TXN504280,CUST20789,20313,1,7,1.6,785
TXN504281,CUST20870,45794,2,12,0.2,287
TXN504282,CUST20255,31737,2,13,1.3,1743
TXN504283,CUST20483,17985,1,19,1.5,2613
TXN504284,CUST20859,39100,1,15,3.5,1269
TXN504285,CUST20606,19822,1,20,0.3,1549
TXN504286,CUST20482,23946,1,10,0.0,823
TXN504287,CUST20161,67429,1,16,10.0,208
TXN504288,CUST20834,13383,1,10,1.0,297
TXN504289,CUST20052,6229,2,15,1.6,3627
TXN504290,CUST20066,48578,4,23,11.5,2362
TXN504291,CUST20333,10412,1,10,6.0,3898
TXN504292,CUST20877,16024,1,17,0.9,334
TXN504293,CUST20396,47537,1,13,1.4,1915
TXN504294,CUST20247,30179,1,18,0.7,1303
TXN504295,CUST20691,6201,2,12,2.0,3630
TXN504296,CUST20827,18169,1,17,0.1,282
TXN504297,CUST20722,82235,1,14,1.9,703
TXN504298,CUST20358,101379,1,15,0.4,1591
TXN504299,CUST20116,6475,1,13,3.8,2326
TXN504300,CUST20706,11868,3,15,2.4,1230
TXN504301,CUST20064,17940,1,12,15.5,2464
TXN504302,CUST20869,19909,1,17,3.8,2415
TXN504303,CUST20813,35775,1,10,5.4,3376
TXN504304,CUST20725,175411,2,21,2.1,3405
TXN504305,CUST20630,13771,1,16,1.0,866
TXN504306,CUST20440,45928,2,16,3.0,3722
TXN504307,CUST20454,162606,1,8,0.9,2111
TXN504308,CUST20371,34968,1,15,0.4,645
TXN504309,CUST20247,22603,1,12,8.6,1303
TXN504310,CUST20633,79574,2,14,8.4,1860
TXN504311,CUST20428,106275,1,15,2.2,2665
TXN504312,CUST20263,411087,2,11,2.5,2115
TXN504313,CUST20036,211083,1,15,0.4,3090
TXN504314,CUST20056,14655,1,18,1.9,2116
TXN504315,CUST20374,126425,2,13,0.0,1043
TXN504316,CUST20434,407676,1,21,2.4,2168
TXN504317,CUST20788,8184,1,16,3.3,278
TXN504318,CUST20130,18048,1,14,0.0,354
TXN504319,CUST20055,48769,2,17,0.0,2802
TXN504320,CUST20235,10227,1,12,10.0,284
TXN504321,CUST20055,49202,1,13,0.4,2802
TXN504322,CUST20579,15805,1,10,4.0,961
TXN504323,CUST20294,26099,2,12,0.3,602
TXN504324,CUST20612,11592,2,15,4.7,2878
TXN504325,CUST20468,480000,1,16,9.2,478
TXN504326,CUST20339,14054,4,13,2.8,1697
TXN504327,CUST20263,151225,1,20,8.8,2115
TXN504328,CUST20147,3726,1,17,0.2,2395
TXN504329,CUST20375,125017,1,12,3.6,3421
TXN504330,CUST20118,10920,2,20,0.7,1831
TXN504331,CUST20651,6284,1,10,2.7,1997
TXN504332,CUST20169,14490,2,8,0.1,142
TXN504333,CUST20162,10217,1,20,3.2,828
TXN504334,CUST20015,14028,2,18,8.5,2132
TXN504335,CUST20742,36085,1,19,1.8,908
TXN504336,CUST20574,9422,1,19,9.4,1017
TXN504337,CUST20679,28533,1,16,0.3,1810
TXN504338,CUST20370,34118,1,11,5.2,1341
TXN504339,CUST20220,27527,3,10,4.3,784
TXN504340,CUST20373,25717,2,14,0.5,999
TXN504341,CUST20346,29624,2,7,2.4,1727
TXN504342,CUST20348,33906,1,11,2.8,1944
TXN504343,CUST20294,47367,2,13,4.6,602
TXN504344,CUST20739,47608,2,15,4.2,704
TXN504345,CUST20112,45968,1,15,17.0,977
